id,verb,object,detail
110,close,window,NA
111,add,ons management,almost infinite possibilies
111,extend,your internet experience,additional functionality
111,develop,your own extension,the rest
111,provide,the seamonkey community,NA
112,feed,detection notifies,web page
112,feed,r or atom ,preview
112,view,their content,a reader
112,include,an internal reader,the mail newsgroups component
112,include,seamonkey,NA
113,search,your visited web page,the browser s location bar
113,learn,which page,NA
114,popup,blocker,the web
114,surf,interruption,annoying ad
115,remove,offensive image,the rendering
115,speed,web site,NA
116,find,a you type,another way
116,navigate,a page,link
116,find,a word,phrase
117,bring,all your open window,tab
117,reopen,the browser,your computer
118,plus,all the feature,a modern browser
118,include,advanced security,password download
118,set,cookie manager web form autocompletion theme toolbar customization multi language,multi platform support
119,tabbed,mail,your mail
119,manage,folder,parallel
119,lose,control,message
119,work,more complex pattern,NA
120,junk,mail control,control
120,take,your e mail,spammer seamonkey s adaptive junk mail control
120,get,use,the e mail
121,manage,your mail,customizable tag and mail view color code
121,manage,your e mail,view
122,manage,all your mail,one interface
123,feed,blog,a reader
123,be,r and atom feed,your messaging center
123,eas,your reading,information
123,eas,the web,NA
124,include,enterprise ready feature,such a s mime return receipt address book ldap support
124,include,digital signing,NA
125,seamonkey,powerful yet simple html editor,dynamic image
125,get,table,quick insert
125,resize,table cell,improved cs support
125,improve,support,positioned layer
126,chat,irc network,this simple yet powerful irc client multiple network
126,keep,track,a familiar tabbed interface
127,change,the look,the chat
127,feel,motif,NA
128,dig,the document structure,web page
128,add,ons,even the seamonkey chrome
128,inspect,a huge number,property
128,inspect,any element,that structure
128,include,javascript object,cs style
129,debug,javascript code,your website
129,add,ons,seamonkey
129,add,a suite,powerful debugging tool
131,incognito,mode,cooky
131,improve,privacy,NA
132,switch,your browser,the dragon
133,use,your own bookmark collection,different computer
133,use,different browser cometbirds,this trouble
133,make,all your bookmark,NA
134,like,your computer,the video
134,save,the selected file,your local disk
135,improve,new page,a new tab
135,save,your computer memory,disk
136,pop,blocker,private data
136,customize,all these technique,a safe and secure browsering environment
137,mouse,pointer,non touch screen device
138,know,the site,NA
139,spatial,navigation keyboard,shortcut
140,text,input password input manager,native integration
142,set,the stage,immersive and rich experience
143,internet,the website,the browser
143,re,the new tab page,meaningful suggestion
143,provide,information,a you
144,notification,internet explorer,your way
144,get,all notification message,the notification bar
144,locate,the bottom,the browser frame
145,get,your favorite site,the window taskbar
145,open,internet explorer,NA
146,tear,tab,multiple site
146,rearrange,internet explorer,icon
146,rearrange,the taskbar,window
146,open,any tab,a new browser window
146,drag,that tab,your desktop
147,use,most the navigational control,internet explorer
147,simplify,the back button,the address bar
147,be,search box,one new address bar
147,combine,the multiple menu,previous version
147,consolidate,a single menu,NA
148,cross,site scripting attack,a leading online threat
148,lead,their aim,vulnerability
148,exploit,the website,legitimate website
148,compromise,malicious content,keystroke
148,capture,your login information,password
148,capture,your personal data,NA
149,avoid,deceptive website,the address
149,know,the website,domain highlighting internet explorer
149,see,the true web address,a glance
149,highlight,the domain name,the address bar
149,identify,the site,NA
150,build,window,NA
152,see,tab,window
152,get,the window,a snap
152,keep,your internet experience,a demo
152,watch,tabbed browsing,NA
153,explorer,your favorite website link,a portable favorite folder
153,tap,your favorite site,any machine
153,use,your aol,favorite aol com
154,customize,the look,your browser
154,try,the midnight theme,bubble gum
154,choose,our sixteen theme,NA
155,take,the side panel,aol explorer
155,put,your desktop,your feed panel journal panel
155,have,your fingertip,the latest breaking event blog
155,be,general information,NA
156,open,one or more local file,url
156,open,all installed version,mozilla firefox
157,appear,the context menu,window explorer
157,open,every installed version,mozilla firefox
158,display,the version number,mozilla firefox
158,display,the titlebar,NA
159,include,a number,window
159,include,option,the web developer
159,set,all common resolution,NA
160,instal,all user,NA
161,create,an unattended installation,all function
161,use,command line parameter,NA
162,work,the most restricted user account,installation
162,do,administrator privilege,NA
163,search,faster experience,bypass cache option
164,save,all viewed video,NA
165,display,video title,description
166,auto,vlc,video
167,want,different thing vivaldi web browser,your way
167,adapt,not the other way,NA
168,are,a keyboard person,vivaldi
168,be,your delight quick command,open tab bookmark history
168,search,one single keyboard,quick command menu
168,create,your own command,NA
169,let,the mess,vivaldi
169,clean,your tab,tab
169,use,a feature,love
170,take,note,screen shot
170,add,web page,store attachment
170,add,url,s
171,make,vivaldi,modern web technology
171,use,javascript,the user interface
171,create,the help,node j
171,be,the web,NA
172,adapt,the web,a chameleon adapts
172,surrounding,a clean and modern look,the content facebook
172,turn,the verge,NA
173,say,goodbye,cycling
173,tab,web page content,every axis
173,use,the arrow key,the web page
173,use,your keyboard,NA
174,have,your browser,a lot
174,come,the right place,NA
175,view,website,a a panel
175,view,the sidebar,your vivaldi browser
175,read,news follow conversation,social medium chat
175,read,your friend,the main browser window
176,be,the first browser,the world
176,contain,both internet explorer,gecko firefox engine
176,support,toolbars,gecko
176,be,more universal lunascape,NA
177,subscribe,a r feed,just drag drop
177,drag,your favorite bookmark,lunascape
177,provide,the last news,NA
178,look,an electrical bulletin board,r ticker
178,be,the only step,new r
179,visit,the site,information
180,customize,variety,plug
181,be,the first browser,multiple sidebar plug
181,support,ons,internet explorer
181,support,plugins,people
181,lunascape,us gecko engine,firefox netscape
181,support,mozilla extension,NA
182,lunascape,a setting bar,the tool
182,make,the management,favorite design switching
182,add,your own setting,drag dropping item
182,drop,the setting tree,NA
183,lunascape,various search engine,the beginning
183,perform,a web search,NA
184,type,desired keyword,the search bar
184,choose,your search engine,enter
185,lunascape,high quality skin,a new skin
185,instal,only the appearence,the browser
185,change,speed,NA
186,turn,image video script java,all sort
186,be,non experimented user,all those security setting
186,be,setup,NA
187,think,internet explorer favorite,lunascape
187,evaluate,the browser,the most useful favorite organizing system
187,setup,a security level,comment
188,display,the list,NA
189,update,real time,a r feed title
189,update,r podcasts,NA
190,block,popup ad,also of course
190,allow,some site,popups
190,specify,their url,NA
191,choose,block,security menu
192,have,hard time,your i
192,use,roboform toolbar,t
192,password,the system,click
193,install,roboform,extension
193,install,tool bar menu,NA
194,provide,a very useful function,proxy
194,add,drag,your setting tree
194,set,bar,the proxy
196,mouse,gesture,a technology
196,drive,lunascape command,your mouse
196,surf,the web,the right button
196,move,the following direction,a combination
196,leave,these direction,a command
196,correspond,the combination,NA
197,be,user expectation sleipnir,the same level
197,maintain,high performance,NA
198,use,sleipnir,the same high level
198,maintain,performance,window
198,develop,mind,NA
199,change,almost all function,customization
199,understand,sleipnir,almost any aspect
199,customize,the browser,even beginner
199,have,a customized web browsing experience,minimal effort
200,expect,their browser,tabbed browsing
200,support,sleipnir,the ground
200,provide,the ultimate tabbed browsing experience,advanced window view
200,browse,thumbnail,functionality sleipnir
200,be,a breeze,how many tab
201,design,optimal viewing,internet explorer
201,render,engine,a internet explorer
201,display,any web page,NA
202,build,the latest mozilla,firefox
204,visit,a website,host virus
205,get,protection,over million malicious site
206,personalize,epic epic,the first browser
206,offer,full screen wallpaper image,NA
207,type,indian language type,the word
207,convert,the indic language,NA
208,live,cricket score top album news,leading source regional and hindi language news event
210,choose,radio station,music
210,get,desktop alert,each new song
211,don,your browser,NA
212,create,quick note,document
212,create,english indian,NA
213,language,write,NA
214,miss,a beat get instant desktop alert,NA
215,new,tweet e mail,post
216,can,webplayer,the music
216,watch,film,a browsing
217,use,the keyboard,webgoo
217,use,screen easy keyboard,NA
218,browse,your internet,your phone call
218,make,the same time,NA
219,search,more site,NA
220,type,a word,the address bar
220,type,press space,http www
220,http,com,both side
221,type,the friendly name,a favorite page
221,type,the address bar,the page name
221,select,the autocomplete list,NA
222,display,the link,a handy place
222,keep,your favorite web site,toolbars
222,display,link,NA
223,print,the current page,active frame
224,add,edit,favorite link
225,send,mail,auto detection
225,have,online offline status,NA
226,dialup,current connection,place
226,edit,feature,web document
227,watch,the time,webtime clock
228,edit,place feature,web document
230,search,file image text,video and audio file
230,search,computer,NA
231,html,editor,design
231,html,websitephp editor,NA
232,maxthon,browser s powerful tabbed interface,the best browsing experience
232,take,your taskbar space,all the web page
232,arrange,browser s main window multiple web page,tab
232,indicate,easy navigation,NA
233,command,your browser,your mouse mouse gesture
233,be,another revolutionary invention,the browser
233,command,mouse gesture,your mouse
233,command,some people,kongfu
233,play,their mouse,NA
234,maxthon,browser,another revolutionary technology
234,speed,the super drag drop,super drag drop
234,open,new link,the link
234,drop,the page,drop
234,drag,search selected word,the default search engine
234,save,the selected content,ctrl
235,maxthon,browser,a customizable favorite bar
235,provide,better access,your link
235,open,a folder,the option
235,set,the favorite side bar,even more option
235,be,the right click menu,NA
236,popup,ad flash ad floating ad image ad,all these annoying ad
236,consist,several neat function,all kind
236,use,the auto filter,popup ad
236,block,a filter list,more accurate and customized blocking
237,can,the google bar,other ie toolbar
237,use,third party browser,even google
237,say,fact,maxthon browser
237,support,a lot,flashget bar
238,start,other program,the utility bar
238,launch,a single click,NA
239,care,your privacy,maxthon browser
239,erase,all your browsing information,your private information
240,maxthon,browser support flexible skin,the look
240,change,the browser window,skin
240,change,the icon color,background
240,enable,window native skinning,the skin site
240,find,how beautiful maxthon browser,NA
241,enhance,the functionality,maxthon browser
241,enhance,plugins,the ie plugins
241,support,even more powerful sidebar,toolbar
241,visit,the plugins site,even more feature
242,maxthon,browser,full ie compatibility
242,have,ie maxthon,very few resource
242,result,an average,le ram usage
242,have,the same large number,page
243,protect,your privacy,a shared computer
244,tabbed,all the web page,main window
244,ease,your navigation,NA
245,drag,drop type,the keywords
245,drag,address bar,a search
245,drag,a keyword,your mouse
246,clean,the web page,popup window
246,remove,ad content block,NA
248,open,your favorite online account,a single click
249,let,user,the toolbar
249,remove,additional button,additional feature
249,access,functionality,NA
250,share,the link,a paragraph
250,visit,text,an image
251,download,any youtube video,local hard disk
251,download,specified resolution and file format agp flv,the downloaded video file
252,include,a photo salon,different effect
252,add,beautiful frame,the photo
253,compress,photo,web optimized resolution
253,optimize,that photo,time
254,display,current weather condition,weather forecast
254,display,the browser window,NA
255,define,short alias,long url
255,remember,the alias,the omnibox
255,open,the corresponding page,NA
256,translate,a full web page,language slimjet
256,translate,a web page,a piece
256,translate,text,any two specified language
257,provide,many additional option,the browser
257,customize,your personal preference,any choice
258,wap,xhtml mobile profile,browsing
259,winwap,mobile transcoding,html page
259,open,reduced html support,NA
260,multi,start page load,multiple start page
260,launch,your browser,NA
261,build,pop blocker,annoying pop advertising
261,visit,website,NA
262,mouse,gesture,your mouse
262,move,page,refresh
262,move,different tab,NA
263,build,search engine type,a search term
263,view,relevant search result,NA
264,auto,login store,website login detail
265,fill,online form,your detail
265,save,the hassle,NA
266,subscribe,your favorite news feed,the news reader
266,let,the latest news,one screen
267,handle,new web browser window,NA
268,handle,new web browser window,NA
269,import,bookmark htm,netscape
269,import,internet explorer,NA
271,option,bookmark window,NA
272,close,the selected browsing data,default
272,go,privacy,NA
273,make,efficient command,easy mouse gesture
273,make,mouse gesture,quite a lot
273,save,time,NA
274,use,control,the ie tab
274,visit,these page,NA
275,prevent,the display,ad
275,prevent,especially the adblock,the rule
275,support,the world famous adblock,rule
275,make,use,the existing blocking list
276,drop,a block,text
276,drop,the page,a page
276,create,the text,your default search engine
276,drag,the link,picture
276,open,the newtab page,NA
277,re,downloading tool,netants orbit qq xuanfeng
277,be,flashgetmini netx webthunder xunlei,NA
278,re,some common used featu,the bottom toolbar
279,power,the chromium and trident engine,NA
280,webgl,hardware accel etc support,NA
283,ha,music player,pause
283,stop,the song,NA
284,create,your own playlist,all your music
284,view,own library,NA
285,easy,access,favorite help
286,integrate,program,paint
287,ha,list,hyperlink
287,take,the link,NA
288,get,instant information answer,search result
288,click,word,a browser email
288,re,other application,such a office
289,come,a fully functional drag,browser
289,drop,such a inline search tab,blocker
290,get,a snapshot,an entire web page
291,make,any search engine,any web page
292,focus,search,separate tab
293,bring,the information,any search engine
293,don,need,a web site
294,be,custom drag,drop button
294,navigate,a web page,a search field
294,link,any web page,NA
296,display,pressing ctrl,selecting result
296,show,new tab,NA
297,search,the selected word,any application
297,select,pressing ctrl alt,s
298,be,html control,NA
300,load,proxy list,NA
301,change,proxy,one single click
302,enable,disable proxy,single click
303,remove,complicated registration and login process,NA
305,tab,window and session management,NA
306,user,script and  style support,NA
308,base,three rendering engine,NA
309,distribute,internet explorer,a product cd
309,create,a configuration,only package
309,update,setting,code
309,instal,your customer,user computer
310,include,house application,other program
310,distribute,your user,computer
311,setup,experience,your license type
311,set,the level,user interaction
311,set,the installation,the microsoft window malicious software removal
311,specify,tool,the default browser
312,search,experience,the list
312,customize,search provider,your user
313,customize,your user,support
313,direct,the display,home page
313,populate,favorite link,web feed
313,populate,toolbar,button
314,approve,control,the control
314,lock,all others,overhead and troubleshooting issue
314,troubleshoot,the approved set,microsoft activex control
314,use,the option,additional setting
314,use,ieak profile manager,NA
315,refresh,your user internet explorer,regular interval
315,set,the browser,NA
316,build,pop up manager,unwanted window
316,allow,friendly window,NA
317,refresher,pro display,internet explorer
317,store,the ability,your favorite link
318,want,a quick search,spell checker
319,hide,your second web browser window,any time
320,search,the word,the search box
321,preserve,window taskbar space,refresher
321,minimise,the system tray,NA
322,navigate,a page,NA
323,take,your web mail,ebay
324,choose,the startup window state,NA
326,block,web image content,NA
327,refresh,individual window,both window
327,refresh,the same time,NA
329,go,the same address,one browser
330,protect,your privacy,a shared computer
331,tabbed,all the web page,main window
331,ease,your navigation,NA
332,drag,drop type,the keywords
332,drag,address bar,a search
332,drag,a keyword,your mouse
333,clean,the web page,popup window
333,remove,ad content block,NA
335,cache,manager smaller flow,the network
336,block,popup,ad
338,hide,ad,middle button
339,design,web page,print
340,drag,the url,real medium or window medium
341,save,image,local disk
342,auto,retry,image
342,be,view,NA
343,access,custom web site,custom proxy
344,test,favorite,batch
345,resume,page,error
346,view,medias,gogo explorer
347,save,web page,a picture
348,generate,pdf file,a terminal
349,qt,x support,NA
350,build,popup killer,intelligent identification
351,turn,flash animation,NA
352,access,major search engine,quick search bar
353,integration,online translation engine,dictionary
354,site,group,a collection
354,save,a a group,NA
355,change,the skin,your color preference
356,rock,solid performance,all other browser
357,support,multiple amazon account,NA
358,processing,very large amount,NA
359,support,bulk acls assignment edit,batch mode
360,bandwidth,throttling and proxy support,NA
361,support,copy move,amazon account
362,fast,working multithreaded http engine,NA
363,special,algorithm,the number
363,decrease,request,money
364,change,application style,the fly
364,see,the program,website
364,look,different version,window
365,move,navigation bar,bookmark bar
365,bookmark,a mainframe,even undock
365,place,the desktop,NA
366,browse,default user interface,NA
367,turn,private browsing mode,trace
367,browse,even useragent,the web server
368,run,the machine,NA
369,support,ssl,secure site certificate information
369,support,certification path,NA
370,be,only no additional dlls,other configuration file
371,run,usb,cd dvd
372,run,limited window environment,active boot disk
372,run,cd dvd,usb
373,frame,javascript cooky bookmark history password medium content,all essential browser feature
375,autofill,option store,pre populates user name
375,password,the site,NA
377,protect,your privacy,a shared computer
378,tabbed,all the web page,main window
378,ease,your navigation,NA
379,drag,drop type,the keywords
379,drag,address bar,a search
379,drag,a keyword,your mouse
380,clean,the web page,popup window
380,remove,ad content block,NA
383,tolerance,xml,syntax error
384,log,traffic,NA
385,direct,access,the http query
386,connect,any number,amazon account
387,copy,file,your account share bucket
387,locate,amazon,other user
388,create,browse,bucket copy
388,create,move file,amazon
389,set,common task,microsoft powershell
390,generate,external url bitorrent url copy,background support
390,generate,content type,NA
391,ensure,file,amazon cloudfront service
392,support,cnames,signed url
392,sign,acl list,child object file
393,rename,object,support
393,rename,requester pay,NA
394,generate,short url,http
395,support,private content feature,cloudfront streaming distribution
396,support,canned access policy ,NA
397,become,an extension,your local storage
397,limit,the classic data storage,your local drive
397,move,file,a managing them
398,cloudberry,explorer,large file
398,free,your local storage,NA
399,enter,a website url,the whole website
400,offline,fix,downloaded website
400,download,easy offline,NA
401,save,a snapshot,your website
402,email,alert,an email alert
402,get,a website,NA
403,put,your website,cd
403,distribute,usb drive,additional browser software
404,type,an address,www youtube com
404,fill,the www com bit,t
404,have,ll never type com,NA
405,browzar,the downloading,activex component
405,be,a security measure,the computer
405,visit,a site,activex browzar
405,download,the activex component,the event
405,use,internet explorer,an activex component
405,use,this activex component,NA
406,base,internet explorer,NA
407,use,the web,our family friend colleague
407,create,browzar,people
407,give,this choice,the need
407,install,software,your convenience
408,choose,black silver and window style colour scheme,NA
409,browzar,all the function,ctrl
411,load,multiple web page,a single mouse
411,view,a single window,NA
412,navigate,open window,NA
413,access,favorite bookmark,the quick group manager
414,suspend,any browsing session remembering,all currently open window
414,reopen,the same order,NA
415,clear,all trace,window
415,store,your computer,NA
416,gather,image,page
417,download,image,specified site search
417,use,image searching engine,NA
418,streamline,management,your bookmark
419,view,image,your hard drive cd
420,work,list,bookmark
421,retrieve,personal comment,web page
422,avoid,repeat visit,any web page
423,translate,any web page,NA
424,browse,an entire domain,NA
426,protect,your privacy,a shared computer
427,tabbed,all the web page,main window
427,ease,your navigation,NA
428,drag,drop type,the keywords
428,drag,address bar,a search
428,drag,a keyword,your mouse
429,clean,the web page,popup window
429,remove,ad content block,NA
431,base,the bult,microsoft internet explorer engine
432,enhanced,ability,html element
432,name,javascript,NA
433,access,element,array
433,access,the function call,NA
434,ease,use,no delete button
434,browse,the actual tab,speed
434,say,jack,a box
434,depend,the size,the website share
434,add,ons,the browser share
434,browse,history,cache
434,browse,cooky,one set
434,browse,history search box,user chosen search provider
434,use,favourite window video buffering speed,youtube and google video loading text
434,tell,what website,what part
435,tell,the website,t
435,type,your login,credit card info
435,breakthrough,the encrypted password,the blocked website private browsing tab
435,be,a private browsing tab phishing filter,suspected fraudulent web site
435,don,the risk,NA
436,browse,a tab,no reason
436,doe,the whole program,t
436,close,only that particular tab,the tab
436,lock,the browser,how many other program
436,run,any amount,tab
437,real,surf,multiple browser
437,be,a browser,the use
437,be,intuitively simple and fast minimal mouse movement,no toolbar
437,overflood,more rendering space,NA
438,base,window,the security report window
438,view,your security setting,NA
439,restore,application crash,plug
440,search,multiple selectable  engine,NA
441,be,available office and visual studio theme,NA
442,side,tabbed mdi interface,NA
443,support,different kind,drag
443,support,drop,NA
444,bookmark,export bookmark folder,a r file
445,access,window medium player library,window medium file
445,play,playlist side,side export
447,snapshot,window layout session,the layout archive
447,snapshot,window layout file,the desktop
448,change,your button  size,the text
449,change,the background color,NA
450,use,the quick link,NA
451,move,your mouse,the toolbar
452,type,a word,the website
453,be,just a click,NA
454,log,screen saver,NA
455,shortcut,nearly everything,NA
456,include,itunes,remote text editor gtalk
457,type,address,one instance
459,be,a protected environment,child
459,enable,only to approved site,NA
460,view,the child,NA
461,design,young kid,the child doesn
461,write,order,no parent assistance
462,explore,an endless amount,game video
462,explore,other content,the best kid site
465,protect,your privacy,a shared computer
466,tabbed,all the web page,main window
466,ease,your navigation,NA
467,drag,drop type,the keywords
467,drag,address bar,a search
467,drag,a keyword,your mouse
468,clean,the web page,popup window
468,remove,ad content block,NA
470,search,address bar,NA
472,s,o many trick,dual window
473,use,hotkey,window proportion
474,open,multiple tab,NA
475,move,window,NA
476,drag,drop subfolders,the tab bar
477,set,related folder,web page
477,set,a a group,file
478,config,any tab,a auto
478,refresh,preferable frequency,NA
479,make,good use,dual window mode
479,open,group,the left or right window
480,include,some tab,NA
481,preview,the content,file
482,float,the best flexibility,NA
483,detect,folder tab,web page
483,be,corresponding function key bar,NA
484,switch,file search toolbar,web search toolbar
486,configure,the ui language,any other available language
487,include,three part,my computer group
487,include,last unclosed tab,each part
487,contain,a link list,each link
487,represent,a shortcut,NA
488,handle,non english file name,thus file exchange
489,extract,compressed file,zip rar
489,extract,jar format,NA
490,base,dual window mode moving file,copying file
490,become,the easiest job,hotkey file
490,copy,a blink,NA
491,open,folder,floating button bar
491,float,type column,NA
493,move,an icon,image file
493,show,a floating auto size window,a large number
494,add,a new search engine,search engine list
494,search,a  job,search engine
494,activate,the same time,NA
495,open,a link,a web page
495,drop,the window,NA
497,setup,g smtp,gmail com account
498,click,self,fast start bar button
499,be,the greatest alternative,window command
499,include,shutdown,hibernate log
500,be,a free a at home,NA
501,fast,low resource usage,NA
504,printing,print preview page setup,NA
505,tab,control,aero
506,search,the addressbar,NA
508,export,not limited browser cache,NA
509,export,http ftp cooky,NA
510,export,file,mask
511,program,archive,NA
512,export,file,etype eserv
512,export,format,NA
514,run,flash disk,NA
515,tab,browse multiple web page,the same browser
517,use,no need,install
518,store,all kind,web page image
518,store,shockwave flash file,NA
519,save,a page,NA
520,add,the page,the ten most used folder
521,use,drag,drop
521,drop,the right click,context menu
521,store,a page,NA
522,drag,a link,the inquiry band
522,save,the page,NA
523,drag,a selection,link
523,download,all page,the selection
524,append,the current page content,a selection
524,append,the page,another page
525,use,the auto save button,all page
525,browse,a special folder,NA
526,keep,collected information,compressed file
527,aurora,ad blocking,your experience
528,shop,a product,the online store
528,be,better deal,NA
529,click,the pop up button,order
529,stick,the video,the front
529,browse,the web,NA
530,protect,your privacy,a shared computer
531,tabbed,all the web page,main window
531,ease,your navigation,NA
532,drag,drop type,the keywords
532,drag,address bar,a search
532,drag,a keyword,your mouse
533,clean,the web page,popup window
533,remove,ad content block,NA
535,wysigot,your favorite site,NA
537,show,highlighting text,the page
538,offline,clicked link,NA
539,alarm,your most important document,NA
540,fill,form search engine,NA
541,capture,internet site,script style flash
542,unlimited,number,page
542,slow,your pc,NA
543,resume,interrupted downloadings web,ftp
545,eliminate,advertising,NA
546,display,downloads,progress
549,group,property edition,document
550,detail,display,the page parameter
551,instant,search,any url or document name
552,recycle,bin,accidentally deleted document
