domain,app,requirement,url
File Sharing,uTorrent,UDP proxying for SOCKS5,https://www.softpedia.com/get/Internet/File-Sharing/uTorrent.shtml
File Sharing,uTorrent,Proxy privacy features,https://www.softpedia.com/get/Internet/File-Sharing/uTorrent.shtml
File Sharing,uTorrent,Improved set download location/relocate feature (now moves files for you),https://www.softpedia.com/get/Internet/File-Sharing/uTorrent.shtml
File Sharing,uTorrent,Show add torrent dialog for magnet links,https://www.softpedia.com/get/Internet/File-Sharing/uTorrent.shtml
File Sharing,uTorrent,Add option to pause torrents when user activity is detected on the computer,https://www.softpedia.com/get/Internet/File-Sharing/uTorrent.shtml
File Sharing,DC-plus-plus,Tiger Tree Hashes (TTH) used for file integrity,https://www.softpedia.com/get/Internet/File-Sharing/DC-plus-plus.shtml
File Sharing,DC-plus-plus,"Search across all (or selected) connected hub by type, size, or name",https://www.softpedia.com/get/Internet/File-Sharing/DC-plus-plus.shtml
File Sharing,DC-plus-plus,"Resume of downloads, with optional search for alternate sources",https://www.softpedia.com/get/Internet/File-Sharing/DC-plus-plus.shtml
File Sharing,DC-plus-plus,"Logging options and configuration for chat, private messages, downloads, and uploads",https://www.softpedia.com/get/Internet/File-Sharing/DC-plus-plus.shtml
File Sharing,DC-plus-plus,Autoconfiguration of UPnP routers,https://www.softpedia.com/get/Internet/File-Sharing/DC-plus-plus.shtml
File Sharing,DC-plus-plus,MAGNET link support for linking to specific content,https://www.softpedia.com/get/Internet/File-Sharing/DC-plus-plus.shtml
File Sharing,DC-plus-plus,Automatic and manual download priorities,https://www.softpedia.com/get/Internet/File-Sharing/DC-plus-plus.shtml
File Sharing,DC-plus-plus,Saving of user's file lists for browsing and queueing,https://www.softpedia.com/get/Internet/File-Sharing/DC-plus-plus.shtml
File Sharing,DC-plus-plus,Segmented downloading,https://www.softpedia.com/get/Internet/File-Sharing/DC-plus-plus.shtml
File Sharing,Azureus,Multiple torrent downloads,https://www.softpedia.com/get/Internet/File-Sharing/Azureus.shtml
File Sharing,Azureus,"Upload and download speed limiting, both globally and per torrent",https://www.softpedia.com/get/Internet/File-Sharing/Azureus.shtml
File Sharing,Azureus,Advanced seeding rules,https://www.softpedia.com/get/Internet/File-Sharing/Azureus.shtml
File Sharing,Azureus,Adjustable disk cache,https://www.softpedia.com/get/Internet/File-Sharing/Azureus.shtml
File Sharing,Azureus,Only uses one port for all the torrents,https://www.softpedia.com/get/Internet/File-Sharing/Azureus.shtml
File Sharing,Azureus,UPnP sets the forward on your router,https://www.softpedia.com/get/Internet/File-Sharing/Azureus.shtml
File Sharing,Azureus,"Can use a proxy, for both tracker and peer communications",https://www.softpedia.com/get/Internet/File-Sharing/Azureus.shtml
File Sharing,Azureus,Fast resume,https://www.softpedia.com/get/Internet/File-Sharing/Azureus.shtml
File Sharing,Azureus,Can set a default download dir and move completed files,https://www.softpedia.com/get/Internet/File-Sharing/Azureus.shtml
File Sharing,Azureus,Can import torrents automatically from a set dir,https://www.softpedia.com/get/Internet/File-Sharing/Azureus.shtml
File Sharing,Azureus,Highly customizable interface,https://www.softpedia.com/get/Internet/File-Sharing/Azureus.shtml
File Sharing,Azureus,IRC plugin included for quick help,https://www.softpedia.com/get/Internet/File-Sharing/Azureus.shtml
File Sharing,Azureus,"Embedded tracker, host your own torrents, automate your shares (periodic scanning of a dir)...",https://www.softpedia.com/get/Internet/File-Sharing/Azureus.shtml
File Sharing,Azureus,Distributed Hash Table: host on it a completely decentralised torrent and/or benefit from it when the tracker is offline.,https://www.softpedia.com/get/Internet/File-Sharing/Azureus.shtml
File Sharing,BitTorrent,Dynamic bandwidth management - download without disrupting other applications,https://www.softpedia.com/get/Internet/File-Sharing/BitTorrent.shtml
File Sharing,BitTorrent,"Detailed stats on the health of media files provides a safer, more controlled experience",https://www.softpedia.com/get/Internet/File-Sharing/BitTorrent.shtml
File Sharing,BitTorrent,No hardware configuration - reduced hassle of fast downloads,https://www.softpedia.com/get/Internet/File-Sharing/BitTorrent.shtml
File Sharing,BitTorrent,Lightweight client,https://www.softpedia.com/get/Internet/File-Sharing/BitTorrent.shtml
File Sharing,BitTorrent,Local peer discovery,https://www.softpedia.com/get/Internet/File-Sharing/BitTorrent.shtml
File Sharing,BitTorrent,Configurable bandwidth scheduler,https://www.softpedia.com/get/Internet/File-Sharing/BitTorrent.shtml
File Sharing,BitTorrent,Global and per-torrent speed limiting,https://www.softpedia.com/get/Internet/File-Sharing/BitTorrent.shtml
File Sharing,BitTorrent,RSS Downloader,https://www.softpedia.com/get/Internet/File-Sharing/BitTorrent.shtml
File Sharing,BitComet,"Completely new core written in C++, stable and fast, very low CPU usage",https://www.softpedia.com/get/Internet/File-Sharing/BitComet.shtml
File Sharing,BitComet,"Multiple simultaneous downloads, ability to select download files in one torrent and set file priority",https://www.softpedia.com/get/Internet/File-Sharing/BitComet.shtml
File Sharing,BitComet,Ability to limit the upload speed as well as download speed,https://www.softpedia.com/get/Internet/File-Sharing/BitComet.shtml
File Sharing,BitComet,"Intelligent Connection Optimize, Auto Optimization for different connections, runs well using all default settings",https://www.softpedia.com/get/Internet/File-Sharing/BitComet.shtml
File Sharing,BitComet,"Intelligent Rate Control, optimize the upload distribution in order to get the max download rate",https://www.softpedia.com/get/Internet/File-Sharing/BitComet.shtml
File Sharing,BitComet,"Intelligent Disk Cache, decrease the potential damage to the hard disk when high-speed downloading (>500KB/s) by decrease the read / write frequency, extra memory usage is the cost",https://www.softpedia.com/get/Internet/File-Sharing/BitComet.shtml
File Sharing,BitComet,"Intelligent Disk Allocating, no long-time disk allocation, also decrease the disk fragment to almost zero",https://www.softpedia.com/get/Internet/File-Sharing/BitComet.shtml
File Sharing,BitComet,"Intelligent Hash Scan, no time-consuming scanning when seeding / resume",https://www.softpedia.com/get/Internet/File-Sharing/BitComet.shtml
File Sharing,BitComet,Support Torrent Share exchange torrent files while downloading,https://www.softpedia.com/get/Internet/File-Sharing/BitComet.shtml
File Sharing,BitComet,"Support Long-Time Seeding, improve download speed notably",https://www.softpedia.com/get/Internet/File-Sharing/BitComet.shtml
File Sharing,BitComet,Using only one TCP listening port,https://www.softpedia.com/get/Internet/File-Sharing/BitComet.shtml
File Sharing,BitComet,Auto config ICF (Internet Connection Firewall) and ICS (Internet Connection Sharing) in Windows XP,https://www.softpedia.com/get/Internet/File-Sharing/BitComet.shtml
File Sharing,BitComet,"Auto config port mapping in router (UPnP support is required in router, Windows XP is required)",https://www.softpedia.com/get/Internet/File-Sharing/BitComet.shtml
File Sharing,BitComet,"Support Muti-tracker torrent format, and utf-8 extension, UDP tracker Proptocol",https://www.softpedia.com/get/Internet/File-Sharing/BitComet.shtml
File Sharing,BitComet,Auto Update Checker,https://www.softpedia.com/get/Internet/File-Sharing/BitComet.shtml
File Sharing,BitComet,Muti-Language supported,https://www.softpedia.com/get/Internet/File-Sharing/BitComet.shtml
File Sharing,BitSpirit,Clean interface,https://www.softpedia.com/get/Internet/File-Sharing/BitSpirit.shtml
File Sharing,BitSpirit,Multiple simultaneous downloads,https://www.softpedia.com/get/Internet/File-Sharing/BitSpirit.shtml
File Sharing,BitSpirit,Disk cache mechanism,https://www.softpedia.com/get/Internet/File-Sharing/BitSpirit.shtml
File Sharing,BitSpirit,Fast job resume,https://www.softpedia.com/get/Internet/File-Sharing/BitSpirit.shtml
File Sharing,BitSpirit,File selecting support,https://www.softpedia.com/get/Internet/File-Sharing/BitSpirit.shtml
File Sharing,BitSpirit,Powerful file manager,https://www.softpedia.com/get/Internet/File-Sharing/BitSpirit.shtml
File Sharing,BitSpirit,UPnP portmapping,https://www.softpedia.com/get/Internet/File-Sharing/BitSpirit.shtml
File Sharing,BitSpirit,Instant Messaging support,https://www.softpedia.com/get/Internet/File-Sharing/BitSpirit.shtml
File Sharing,BitSpirit,Gzip Data compression,https://www.softpedia.com/get/Internet/File-Sharing/BitSpirit.shtml
File Sharing,BitSpirit,Flexible speed control,https://www.softpedia.com/get/Internet/File-Sharing/BitSpirit.shtml
File Sharing,BitSpirit,Scheduled downloading,https://www.softpedia.com/get/Internet/File-Sharing/BitSpirit.shtml
File Sharing,BitSpirit,Integrated with IE,https://www.softpedia.com/get/Internet/File-Sharing/BitSpirit.shtml
File Sharing,BitSpirit,Shutdown computer when done,https://www.softpedia.com/get/Internet/File-Sharing/BitSpirit.shtml
File Sharing,BitSpirit,HTTP/SOCKS4/5 proxy support,https://www.softpedia.com/get/Internet/File-Sharing/BitSpirit.shtml
File Sharing,BitSpirit,High speed,https://www.softpedia.com/get/Internet/File-Sharing/BitSpirit.shtml
File Sharing,BitSpirit,Very low CPU & Mem usage,https://www.softpedia.com/get/Internet/File-Sharing/BitSpirit.shtml
File Sharing,BitSpirit,Cache mechanism,https://www.softpedia.com/get/Internet/File-Sharing/BitSpirit.shtml
File Sharing,BitSpirit,High speed,https://www.softpedia.com/get/Internet/File-Sharing/BitSpirit.shtml
File Sharing,BitSpirit,Powerful files management function,https://www.softpedia.com/get/Internet/File-Sharing/BitSpirit.shtml
File Sharing,BitSpirit,Various running-time log,https://www.softpedia.com/get/Internet/File-Sharing/BitSpirit.shtml
File Sharing,BitSpirit,Integrated with IE,https://www.softpedia.com/get/Internet/File-Sharing/BitSpirit.shtml
File Sharing,BitSpirit,Favorite website management,https://www.softpedia.com/get/Internet/File-Sharing/BitSpirit.shtml
File Sharing,BitSpirit,Clipboard guard,https://www.softpedia.com/get/Internet/File-Sharing/BitSpirit.shtml
File Sharing,BitSpirit,Simple and easy to use interface,https://www.softpedia.com/get/Internet/File-Sharing/BitSpirit.shtml
File Sharing,Torrent-Harvester,Easily searches a multitude of sites with a single click,https://www.softpedia.com/get/Internet/File-Sharing/Torrent-Harvester.shtml
File Sharing,Torrent-Harvester,Returns all results in a single list,https://www.softpedia.com/get/Internet/File-Sharing/Torrent-Harvester.shtml
File Sharing,Torrent-Harvester,"Download directly from the list, or visit the website source page for complete details",https://www.softpedia.com/get/Internet/File-Sharing/Torrent-Harvester.shtml
File Sharing,Torrent-Harvester,"Complete filtering and sorting of results, on any column",https://www.softpedia.com/get/Internet/File-Sharing/Torrent-Harvester.shtml
File Sharing,Torrent-Harvester,"Automatically allows searching and downloading on sites which require user registration, using your system's cookies",https://www.softpedia.com/get/Internet/File-Sharing/Torrent-Harvester.shtml
File Sharing,Torrent-Harvester,"Complete downloading transparency, with an engine status screen which shows a comprehensive breakdown of exactly what pages Torrent Harvester is loading and the results from each page",https://www.softpedia.com/get/Internet/File-Sharing/Torrent-Harvester.shtml
File Sharing,Torrent-Harvester,Get updates of engines directly from within Torrent Harvester,https://www.softpedia.com/get/Internet/File-Sharing/Torrent-Harvester.shtml
File Sharing,Torrent-Harvester,"Create your own engines for your favourite sites using the in-built Engine Designer, and create your own Torrent Harvester update website to distribute engines you create to other users",https://www.softpedia.com/get/Internet/File-Sharing/Torrent-Harvester.shtml
File Sharing,Torrent-Harvester,"Completely user-definable engines, allowing for creation of search engines for a multitude of different sites: Torrents, IRC, ED2k, Cracks, Keygens, Direct Downloads, etc.",https://www.softpedia.com/get/Internet/File-Sharing/Torrent-Harvester.shtml
File Sharing,Torrent-Harvester,Complete help every step of the way.,https://www.softpedia.com/get/Internet/File-Sharing/Torrent-Harvester.shtml
File Sharing,Torrent-Harvester,88 Included engines,https://www.softpedia.com/get/Internet/File-Sharing/Torrent-Harvester.shtml
File Sharing,ApexDC,"Support for PeerGuardian binary list formats (P2Bv1, P2Bv2, P2Bv3 code taken from libp2p, with few minor modifications)",https://www.softpedia.com/get/Internet/File-Sharing/ApexDC.shtml
File Sharing,ApexDC,PeerGuardian List Viewer,https://www.softpedia.com/get/Internet/File-Sharing/ApexDC.shtml
File Sharing,ApexDC,"Auto-open hubs OP Chat (works with the 1st entry of OP chat names list, which has been renamed to Hub Chatrooms)",https://www.softpedia.com/get/Internet/File-Sharing/ApexDC.shtml
File Sharing,ApexDC,Toolbar positions are now saved,https://www.softpedia.com/get/Internet/File-Sharing/ApexDC.shtml
File Sharing,ApexDC,"Explorer like locking of toolbars (added a toolbar context menu, toolbar and media toolbar toggles aswell)",https://www.softpedia.com/get/Internet/File-Sharing/ApexDC.shtml
File Sharing,ApexDC,Option to use AutoComplete in search window (this option also turns on persistent search history. AutoComplete from revconnect),https://www.softpedia.com/get/Internet/File-Sharing/ApexDC.shtml
File Sharing,ApexDC,Options to keep finished uploads/downloads between sessions,https://www.softpedia.com/get/Internet/File-Sharing/ApexDC.shtml
File Sharing,ApexDC,Quick Search box (Under View menu),https://www.softpedia.com/get/Internet/File-Sharing/ApexDC.shtml
File Sharing,ApexDC,"Added ""Always on top"" (Under View menu)",https://www.softpedia.com/get/Internet/File-Sharing/ApexDC.shtml
File Sharing,ApexDC,Option to display full info for filelists in download queue,https://www.softpedia.com/get/Internet/File-Sharing/ApexDC.shtml
File Sharing,ApexDC,Option to place all non-hub tabs in front (pm windows are counted as hub tabs),https://www.softpedia.com/get/Internet/File-Sharing/ApexDC.shtml
File Sharing,ApexDC,Option to use Zion like tabs,https://www.softpedia.com/get/Internet/File-Sharing/ApexDC.shtml
File Sharing,ApexDC,Mini tabs (hub tabs only),https://www.softpedia.com/get/Internet/File-Sharing/ApexDC.shtml
File Sharing,ApexDC,Option to blend offline search results,https://www.softpedia.com/get/Internet/File-Sharing/ApexDC.shtml
File Sharing,ApexDC,Option for logging chat in favorite hub properties,https://www.softpedia.com/get/Internet/File-Sharing/ApexDC.shtml
File Sharing,ApexDC,Auto-resizing chat message boxes (set max value in experts only to 1 in order to disable this),https://www.softpedia.com/get/Internet/File-Sharing/ApexDC.shtml
File Sharing,ApexDC,Consider old clients (no full support for TTH) as cheating,https://www.softpedia.com/get/Internet/File-Sharing/ApexDC.shtml
File Sharing,ApexDC,"Option to use RegExp's and wildcards with ignorelist (use $Re: for RegExp, option to prevent it unnecessarily looking for them in the list)",https://www.softpedia.com/get/Internet/File-Sharing/ApexDC.shtml
File Sharing,ApexDC,"Option to toggle ""speed indicators"" of Stealthy styled progress bars",https://www.softpedia.com/get/Internet/File-Sharing/ApexDC.shtml
File Sharing,ApexDC,Check finished files for viruses,https://www.softpedia.com/get/Internet/File-Sharing/ApexDC.shtml
File Sharing,ApexDC,Ability to use the old way (StrongDC 1.x) of displaying hub names (default: disabled),https://www.softpedia.com/get/Internet/File-Sharing/ApexDC.shtml
File Sharing,ApexDC,Compatibility modes for few different kinds of external userlist images,https://www.softpedia.com/get/Internet/File-Sharing/ApexDC.shtml
File Sharing,ApexDC,Files are highlighted in search window if user already has them shared (SMT),https://www.softpedia.com/get/Internet/File-Sharing/ApexDC.shtml
File Sharing,ApexDC,Chat command /reconnect (use /rc for short),https://www.softpedia.com/get/Internet/File-Sharing/ApexDC.shtml
File Sharing,ApexDC,RegExp ADLSearch and related features from Zion Blue 2.02,https://www.softpedia.com/get/Internet/File-Sharing/ApexDC.shtml
File Sharing,ApexDC,Option to use one layout for all hub windows,https://www.softpedia.com/get/Internet/File-Sharing/ApexDC.shtml
File Sharing,ApexDC,"Modified the present ""Hub chatrooms"" feature so that it's more useful to those that use raws or user commands (see added note)",https://www.softpedia.com/get/Internet/File-Sharing/ApexDC.shtml
File Sharing,ApexDC,"Now extracts ""metadata"" from Profiles.xml file",https://www.softpedia.com/get/Internet/File-Sharing/ApexDC.shtml
File Sharing,ApexDC,Back button to ClientProfileDlg,https://www.softpedia.com/get/Internet/File-Sharing/ApexDC.shtml
File Sharing,ApexDC,The raw & cheating description quick access dialog from Zion Blue 2.02,https://www.softpedia.com/get/Internet/File-Sharing/ApexDC.shtml
File Sharing,ApexDC,Delete checked filelists,https://www.softpedia.com/get/Internet/File-Sharing/ApexDC.shtml
File Sharing,ApexDC,Extended Favourite download directories,https://www.softpedia.com/get/Internet/File-Sharing/ApexDC.shtml
File Sharing,MediaGet,Easy-to-use well-organized search will allow you to search files according to various categories. Use the advanced search if you want to set up individual parameters of search results.,https://www.softpedia.com/get/Internet/File-Sharing/MediaGet.shtml
File Sharing,MediaGet,Easy-to-use well-organized search will allow you to search files according to various categories. Use the advanced search if you want to set up individual parameters of search results.,https://www.softpedia.com/get/Internet/File-Sharing/MediaGet.shtml
File Sharing,MediaGet,"Just imagine that all the latest movies, music, games and software are in one place! Easy-to-use search with ability to filtrate results according to various criteria will help you to find exactly want you need.",https://www.softpedia.com/get/Internet/File-Sharing/MediaGet.shtml
File Sharing,MediaGet,"Just imagine that all the latest movies, music, games and software are in one place! Easy-to-use search with ability to filtrate results according to various criteria will help you to find exactly want you need.",https://www.softpedia.com/get/Internet/File-Sharing/MediaGet.shtml
File Sharing,MediaGet,Embedded multi-format media player MediaGet will allow you listening to music and watching movies you chose online before their download is complete. Just press Play.,https://www.softpedia.com/get/Internet/File-Sharing/MediaGet.shtml
File Sharing,MediaGet,Embedded multi-format media player MediaGet will allow you listening to music and watching movies you chose online before their download is complete. Just press Play.,https://www.softpedia.com/get/Internet/File-Sharing/MediaGet.shtml
File Sharing,MediaGet,"Easy to adjust pass band, fast recovery of interrupted download, serial torrent integration.",https://www.softpedia.com/get/Internet/File-Sharing/MediaGet.shtml
File Sharing,MediaGet,"Easy to adjust pass band, fast recovery of interrupted download, serial torrent integration.",https://www.softpedia.com/get/Internet/File-Sharing/MediaGet.shtml
File Sharing,MediaGet,When you download music and video they are instantly added to your media database. You can sort your collection in any way you like. Just enter a file name or a name of the artist in the search field to find a certain file. Results will appear already when you type in the request.,https://www.softpedia.com/get/Internet/File-Sharing/MediaGet.shtml
File Sharing,MediaGet,When you download music and video they are instantly added to your media database. You can sort your collection in any way you like. Just enter a file name or a name of the artist in the search field to find a certain file. Results will appear already when you type in the request.,https://www.softpedia.com/get/Internet/File-Sharing/MediaGet.shtml
File Sharing,Ares,"Ares Galaxy automatically finds more sources and downloads files from many users at once. Increase the speed of your downloads, and enjoy one of the most easy-to-use BitTorrent clients.",https://www.softpedia.com/get/Internet/File-Sharing/Ares.shtml
File Sharing,Ares,"Ares Galaxy search engine helps you find exactly what you want, quickly! Just as you google for the best airfare, you can now avoid to explore every single torrent site or perform multiple web searches.",https://www.softpedia.com/get/Internet/File-Sharing/Ares.shtml
File Sharing,Ares,"Ares Galaxy works behind firewalls and requires zero configuration. Ares Galaxy works well also on restricted networks, so that data sharing is enabled between two peers behind a firewall.",https://www.softpedia.com/get/Internet/File-Sharing/Ares.shtml
File Sharing,eMule,"Clients use several networks to create one reliable network. (ED2K, Source Exchange, Kad)",https://www.softpedia.com/get/Internet/File-Sharing/eMule.shtml
File Sharing,eMule,"Kad is now in an open testphase, eMule v0.42 can be enabled to use Kad",https://www.softpedia.com/get/Internet/File-Sharing/eMule.shtml
File Sharing,eMule,eMule's Queue and Credit system helps to ensure that everyone will get the file he wants by promoting those that upload back to the network,https://www.softpedia.com/get/Internet/File-Sharing/eMule.shtml
File Sharing,eMule,Each file checked for corruptions while downloading to ensure an error free file,https://www.softpedia.com/get/Internet/File-Sharing/eMule.shtml
File Sharing,eMule,The eMules Intelligent Corruption Control helps to speed up the correction of corrupted parts,https://www.softpedia.com/get/Internet/File-Sharing/eMule.shtml
File Sharing,eMule,Auto priorities and Source management allows you to start many downloads without having to monitor them,https://www.softpedia.com/get/Internet/File-Sharing/eMule.shtml
File Sharing,eMule,"The Preview function allows you to look at your Videos and Archives before they are completed. For video previewing, we recommend the Video Lan Client",https://www.softpedia.com/get/Internet/File-Sharing/eMule.shtml
File Sharing,eMule,The eMule features webservices and a webserver that allows you to have quick access to and from the internet,https://www.softpedia.com/get/Internet/File-Sharing/eMule.shtml
File Sharing,eMule,You can create categories for your download to organize them,https://www.softpedia.com/get/Internet/File-Sharing/eMule.shtml
File Sharing,eMule,"To find the file you want, eMule offers a wide range of search possibilities which include: Servers (Local, and Global), web based (Jigle, and Filedonkey), and Kad (Still in Alpha)",https://www.softpedia.com/get/Internet/File-Sharing/eMule.shtml
File Sharing,eMule,eMule also allows you to use very complex Boolean searches that make the searches much more flexible,https://www.softpedia.com/get/Internet/File-Sharing/eMule.shtml
File Sharing,eMule,"With the messaging and friend system, you can send messages to other Clients and add them as friends. In your friend list, you can always see if a friend is online",https://www.softpedia.com/get/Internet/File-Sharing/eMule.shtml
File Sharing,eMule,"With the build in IRC client, you can chat with other downloaders and chatters around the globe",https://www.softpedia.com/get/Internet/File-Sharing/eMule.shtml
File Sharing,FrostWire,Completely free & open-source,https://www.softpedia.com/get/Internet/File-Sharing/FrostWire.shtml
File Sharing,FrostWire,Firewall-to-firewall transfers,https://www.softpedia.com/get/Internet/File-Sharing/FrostWire.shtml
File Sharing,FrostWire,Built-in community chat,https://www.softpedia.com/get/Internet/File-Sharing/FrostWire.shtml
File Sharing,FrostWire,No bundled software of any kind!,https://www.softpedia.com/get/Internet/File-Sharing/FrostWire.shtml
File Sharing,FrostWire,Connects to more sources,https://www.softpedia.com/get/Internet/File-Sharing/FrostWire.shtml
File Sharing,FrostWire,Creative commons license support,https://www.softpedia.com/get/Internet/File-Sharing/FrostWire.shtml
File Sharing,FrostWire,Max. speed network connections,https://www.softpedia.com/get/Internet/File-Sharing/FrostWire.shtml
File Sharing,FrostWire,Junk result filters,https://www.softpedia.com/get/Internet/File-Sharing/FrostWire.shtml
File Sharing,FrostWire,Turbo-Charged download speeds,https://www.softpedia.com/get/Internet/File-Sharing/FrostWire.shtml
File Sharing,FrostWire,iTunes integration,https://www.softpedia.com/get/Internet/File-Sharing/FrostWire.shtml
File Sharing,FrostWire,BitTorrent support,https://www.softpedia.com/get/Internet/File-Sharing/FrostWire.shtml
File Sharing,FrostWire,Proxy Support,https://www.softpedia.com/get/Internet/File-Sharing/FrostWire.shtml
File Sharing,NRPG-RatioMaster,Supports multiple torrents running in one instance.,https://www.softpedia.com/get/Internet/File-Sharing/NRPG-RatioMaster.shtml
File Sharing,NRPG-RatioMaster,Automatically loads torrent info from torrent file.,https://www.softpedia.com/get/Internet/File-Sharing/NRPG-RatioMaster.shtml
