domain,app,requirement,url
Web Browser,Fast-Browser-Pro,Links filter: select each exact link in a large homepage as quickly as you want.,https://www.softpedia.com/get/Internet/Browsers/Fast-Browser-Pro.shtml
Web Browser,Fast-Browser-Pro,"Quick download: set download options easily, such as picture, sound, movie, or even the SCRIPT.",https://www.softpedia.com/get/Internet/Browsers/Fast-Browser-Pro.shtml
Web Browser,Fast-Browser-Pro,"Cookies management: can show all cookies in your computer; can also filter, change or delete the cookies.",https://www.softpedia.com/get/Internet/Browsers/Fast-Browser-Pro.shtml
Web Browser,Fast-Browser-Pro,Group working: Improve your surfing speed with many homepages opening at the same time.,https://www.softpedia.com/get/Internet/Browsers/Fast-Browser-Pro.shtml
Web Browser,Maxthon-3,Online Favorites Service: Access your Favorites content anywhere with Maxthon Online Favorites Service. The encrypted stand-alone Favorites file format can protect your privacy on a shared computer.,https://www.softpedia.com/get/Internet/Browsers/Maxthon-3.shtml
Web Browser,Maxthon-3,Tabbed Browsing: All the web pages are arranged as tabs inside main window to ease your navigation.,https://www.softpedia.com/get/Internet/Browsers/Maxthon-3.shtml
Web Browser,Maxthon-3,"Mouse GesturesHold right mouse button and perform the gestures to access common features such as Back, Forward, Refresh and Close Tab.",https://www.softpedia.com/get/Internet/Browsers/Maxthon-3.shtml
Web Browser,Maxthon-3,Super Drag&Drop: Type the keywords in Address Bar then press Enter to perform a search. Or simply drag & drop a keyword with your mouse.,https://www.softpedia.com/get/Internet/Browsers/Maxthon-3.shtml
Web Browser,Maxthon-3,Ad Hunter: Ad Hunter can efficiently clean up the web pages by stopping Popup Windows and removing Ad Content Blocks.,https://www.softpedia.com/get/Internet/Browsers/Maxthon-3.shtml
Web Browser,Maxthon-3,Fully Customizable: Plugins. Skins. Filter Packs. Multi-language,https://www.softpedia.com/get/Internet/Browsers/Maxthon-3.shtml
Web Browser,Avant-Browser,Online Profile Storage,https://www.softpedia.com/get/Internet/Browsers/Avant-Browser.shtml
Web Browser,Avant-Browser,AutoFills,https://www.softpedia.com/get/Internet/Browsers/Avant-Browser.shtml
Web Browser,Avant-Browser,Built-in AD/Pop-up Blocker,https://www.softpedia.com/get/Internet/Browsers/Avant-Browser.shtml
Web Browser,Avant-Browser,Built-in RSS/ATOM Reader,https://www.softpedia.com/get/Internet/Browsers/Avant-Browser.shtml
Web Browser,Avant-Browser,Additional Mouse Functions,https://www.softpedia.com/get/Internet/Browsers/Avant-Browser.shtml
Web Browser,Avant-Browser,Multi-Window Browsing,https://www.softpedia.com/get/Internet/Browsers/Avant-Browser.shtml
Web Browser,Avant-Browser,Real Full Screen Mode and Alternative Full Desktop mode,https://www.softpedia.com/get/Internet/Browsers/Avant-Browser.shtml
Web Browser,Avant-Browser,Built-in Search Engine,https://www.softpedia.com/get/Internet/Browsers/Avant-Browser.shtml
Web Browser,Avant-Browser,Full IE Compatibility,https://www.softpedia.com/get/Internet/Browsers/Avant-Browser.shtml
Web Browser,Avant-Browser,Control Your Privacy,https://www.softpedia.com/get/Internet/Browsers/Avant-Browser.shtml
Web Browser,Avant-Browser,Safe Recovery,https://www.softpedia.com/get/Internet/Browsers/Avant-Browser.shtml
Web Browser,Avant-Browser,Customizable Skins,https://www.softpedia.com/get/Internet/Browsers/Avant-Browser.shtml
Web Browser,Internet-Explorer-11,Compatibility enhancements,https://www.softpedia.com/get/Internet/Browsers/Internet-Explorer-11.shtml
Web Browser,Internet-Explorer-11,WebGL and High DPI support,https://www.softpedia.com/get/Internet/Browsers/Internet-Explorer-11.shtml
Web Browser,Internet-Explorer-11,Optimized for touch screens,https://www.softpedia.com/get/Internet/Browsers/Internet-Explorer-11.shtml
Web Browser,Internet-Explorer-11,Powerful developer tools for creating Windows Store apps using JavaScript,https://www.softpedia.com/get/Internet/Browsers/Internet-Explorer-11.shtml
Web Browser,Internet-Explorer-11,"Fast website loading (prerender and prefetch, caching and prioritization)",https://www.softpedia.com/get/Internet/Browsers/Internet-Explorer-11.shtml
Web Browser,Internet-Explorer-11,Enhanced view of websites and Windows Store apps using JavaScript,https://www.softpedia.com/get/Internet/Browsers/Internet-Explorer-11.shtml
Web Browser,Internet-Explorer-11,Tile support and tile notifications with RSS,https://www.softpedia.com/get/Internet/Browsers/Internet-Explorer-11.shtml
Web Browser,Internet-Explorer-11,Personalized look and better integration with the Windows environment,https://www.softpedia.com/get/Internet/Browsers/Internet-Explorer-11.shtml
Web Browser,Orkut-Cute,"You can create several standard messages: they are stored in a database, so that you don't need to type them all over again.",https://www.softpedia.com/get/Internet/Browsers/Orkut-Cute.shtml
Web Browser,Orkut-Cute,You can choose to which friends you want to send your message,https://www.softpedia.com/get/Internet/Browsers/Orkut-Cute.shtml
Web Browser,Orkut-Cute,"Macroreplacement unique system. By placing the identifiers $nc$ or $nl$ anywhere on your message, they will be replaced by your friend's name once the message is posted.",https://www.softpedia.com/get/Internet/Browsers/Orkut-Cute.shtml
Web Browser,Orkut-Cute,"By activating the ""random messages"" option the program will search messages randomly on its database everytime it posts. This way you will be able to create several messages and each of your friends will receive a different message.",https://www.softpedia.com/get/Internet/Browsers/Orkut-Cute.shtml
Web Browser,GreenBrowser,"You can search direct by drag text in browser. The other way, you also can add special search button to search bar, for example: news, software, image, BT, dictionary, MP3, click the search button will begin search, no use to switch search engine in pop menu. The best and speedy way is direct drag drop text on search button.",https://www.softpedia.com/get/Internet/Browsers/GreenBrowser.shtml
Web Browser,GreenBrowser,"There are 15 search buttons in the search bar image: Baidu, Google, Yahoo, GreenBrowser Search, 163 Search, MSN Search, Google Feeling Lucky, Baidu Know, Baidu News, Google Image, BT Search, MP3 Search, Software Search, Shopping Search. If you like powerful search bar, click here to download and uncompress to GreenBrowser's user folder.",https://www.softpedia.com/get/Internet/Browsers/GreenBrowser.shtml
Web Browser,GreenBrowser,"You can add some frequently use programs link in external toolbar by ""Set External Toolbar..."". After That you can set the program ""Auto Start with GreenBrowser"" or ""Auto Close with GreenBrowser"".",https://www.softpedia.com/get/Internet/Browsers/GreenBrowser.shtml
Web Browser,GreenBrowser,Tab bar icon show the state of page: blank page? finish download? read or not? locked? protected? saved?,https://www.softpedia.com/get/Internet/Browsers/GreenBrowser.shtml
Web Browser,Safari,Closed Captions for HTML5 Video,https://www.softpedia.com/get/Internet/Browsers/Safari.shtml
Web Browser,Safari,Custom Style Sheets,https://www.softpedia.com/get/Internet/Browsers/Safari.shtml
Web Browser,Safari,Enhanced Keyboard Navigation,https://www.softpedia.com/get/Internet/Browsers/Safari.shtml
Web Browser,Safari,Next-Generation Standards Support,https://www.softpedia.com/get/Internet/Browsers/Safari.shtml
Web Browser,Safari,HTML5 AJAX History,https://www.softpedia.com/get/Internet/Browsers/Safari.shtml
Web Browser,Safari,Advanced Page Caching,https://www.softpedia.com/get/Internet/Browsers/Safari.shtml
Web Browser,Safari,HTML5 Draggable Attribute,https://www.softpedia.com/get/Internet/Browsers/Safari.shtml
Web Browser,Safari,Full Screen for HTML5 Video,https://www.softpedia.com/get/Internet/Browsers/Safari.shtml
Web Browser,Safari,Location Services Preferences,https://www.softpedia.com/get/Internet/Browsers/Safari.shtml
Web Browser,Safari,HTML5 Offline Support,https://www.softpedia.com/get/Internet/Browsers/Safari.shtml
Web Browser,Pale-Moon,Optimized for modern processors,https://www.softpedia.com/get/Internet/Browsers/Pale-Moon.shtml
Web Browser,Pale-Moon,Based on our own optimized layout engine (Goanna),https://www.softpedia.com/get/Internet/Browsers/Pale-Moon.shtml
Web Browser,Pale-Moon,Safe: forked from mature Mozilla code and regularly updated,https://www.softpedia.com/get/Internet/Browsers/Pale-Moon.shtml
Web Browser,Pale-Moon,Secure: Additional security features and security-aware development,https://www.softpedia.com/get/Internet/Browsers/Pale-Moon.shtml
Web Browser,Pale-Moon,"Supported by a friendly, active community of users",https://www.softpedia.com/get/Internet/Browsers/Pale-Moon.shtml
Web Browser,Pale-Moon,"Familiar, efficient, fully customizable interface",https://www.softpedia.com/get/Internet/Browsers/Pale-Moon.shtml
Web Browser,Pale-Moon,Support for full themes: total freedom over any element's design,https://www.softpedia.com/get/Internet/Browsers/Pale-Moon.shtml
Web Browser,Pale-Moon,Support for easily-created lightweight themes (skins),https://www.softpedia.com/get/Internet/Browsers/Pale-Moon.shtml
Web Browser,Pale-Moon,Smooth and speedy page drawing and script processing,https://www.softpedia.com/get/Internet/Browsers/Pale-Moon.shtml
Web Browser,Pale-Moon,Increased stability: experience fewer browser crashes,https://www.softpedia.com/get/Internet/Browsers/Pale-Moon.shtml
Web Browser,Pale-Moon,Support for many Firefox extensions,https://www.softpedia.com/get/Internet/Browsers/Pale-Moon.shtml
Web Browser,Pale-Moon,Support for a growing number of Pale Moon exclusive extensions,https://www.softpedia.com/get/Internet/Browsers/Pale-Moon.shtml
Web Browser,Pale-Moon,Extensive and growing support for HTML5 and CSS3,https://www.softpedia.com/get/Internet/Browsers/Pale-Moon.shtml
Web Browser,Pale-Moon,Many customization and configuration options,https://www.softpedia.com/get/Internet/Browsers/Pale-Moon.shtml
Web Browser,Flock-for-Windows,Update your status and make comments from anywhere on the web New Flock starts fast,https://www.softpedia.com/get/Internet/Browsers/Flock-for-Windows.shtml
Web Browser,Flock-for-Windows,And it handles JavaScript really fast,https://www.softpedia.com/get/Internet/Browsers/Flock-for-Windows.shtml
Web Browser,Flock-for-Windows,"The JavaScript engine in Chromium allows Flock to keep you up to date with all your friends and favorite feeds, while keeping the browser's performance top notch",https://www.softpedia.com/get/Internet/Browsers/Flock-for-Windows.shtml
Web Browser,Flock-for-Windows,"The sidebar is the hub of activity in Flock. It keeps you informed with feed content and social streams so you don't have to leave the web page you are on. As soon as you sign into your social services and/or subscribe to RSS and ATOM feeds, the sidebar starts delivering what's new with your friends and favorite content",https://www.softpedia.com/get/Internet/Browsers/Flock-for-Windows.shtml
Web Browser,Flock-for-Windows,"The sidebar works like the channels on a TV. Use the ""channel changer"" drop down menu at the top of the sidebar to see just friends on Facebook, just friends on Twitter, all friends, just feeds, etc. But this is better than TV, because you can create any channel you want!",https://www.softpedia.com/get/Internet/Browsers/Flock-for-Windows.shtml
Web Browser,Flock-for-Windows,"Talk about the news, the funny video you just found, or anything else you stumble upon. Just click the Talk button, write a comment, and get back to what you were doing. We'll automatically add the link, and even shorten it for you.",https://www.softpedia.com/get/Internet/Browsers/Flock-for-Windows.shtml
Web Browser,Flock-for-Windows,"We know there are lots of people who want to customize and personalize their online experience, and browser extensions can be a great way to do that. Google Chrome extensions work with Flock.",https://www.softpedia.com/get/Internet/Browsers/Flock-for-Windows.shtml
Web Browser,Flock-for-Windows,"Flock provides you the option of creating a free account that stores your favorite sites and feeds, your social networking accounts, and all the groups you make for your sidebar. You can access your account from any Flock browse.",https://www.softpedia.com/get/Internet/Browsers/Flock-for-Windows.shtml
Web Browser,ChromePlus,"When the browser closed, the selected browsing data would be cleared automatically(not selected by default). You can go to OptionsPrivacy DataPrivacy Plus to setup.",https://www.softpedia.com/get/Internet/Browsers/ChromePlus.shtml
Web Browser,ChromePlus,You can make efficient commands with easy mouse gestures. Practiced mouse gestures can save you quite a lot of time and are fun.,https://www.softpedia.com/get/Internet/Browsers/ChromePlus.shtml
Web Browser,ChromePlus,Some web pages use IE controls and thus can only run in IE correctly. The IE tab is designed to visit these pages.,https://www.softpedia.com/get/Internet/Browsers/ChromePlus.shtml
Web Browser,ChromePlus,"With the bulid-in Adblock, CoolNovo can prevent the display of ads. Especially, the Adblock of CoolNovo supports the rules of the world famous Adblock Plus' rule and thus make use of the existing blocking-list of Adblock Plus.",https://www.softpedia.com/get/Internet/Browsers/ChromePlus.shtml
Web Browser,ChromePlus,Dragging and dropping a block of text in the page will create a page and search the text with your default search engine. You can also drag the links and pictures to open them in the newtab page.,https://www.softpedia.com/get/Internet/Browsers/ChromePlus.shtml
Web Browser,ChromePlus,"For your convenience, CoolNovo supports some popular download tools in the context menu of web pages. Therere more than 10 kinds of downloading tool supported including NetAnts, Orbit, QQ Xuanfeng, IS, FlashGet3, FlashGetMini, NetX, WebThunder, Xunlei, and so on.",https://www.softpedia.com/get/Internet/Browsers/ChromePlus.shtml
Web Browser,ChromePlus,"A new feature of CoolNovo, there're some common-used features on the Bottom toolbar, very convenient and useful.",https://www.softpedia.com/get/Internet/Browsers/ChromePlus.shtml
Web Browser,Crazy-Browser,It has the ability to open multiple sites and windows inside a single browser task.Web pages are organized on tabs to prevent your screen from getting cluttered.,https://www.softpedia.com/get/Internet/Browsers/Crazy-Browser.shtml
Web Browser,Crazy-Browser,A fast way to control the Web Browser. Mouse gestures can provide quick access to common functions of Crazy Browser.,https://www.softpedia.com/get/Internet/Browsers/Crazy-Browser.shtml
Web Browser,Crazy-Browser,"Currently, Crazy Browser supports for 3 kinds of plug-ins: COM Objects, Scripts and Executable Files.",https://www.softpedia.com/get/Internet/Browsers/Crazy-Browser.shtml
Web Browser,Crazy-Browser,Crazy Browser allows you to prevent most pop-up windows from appearing over pages you want to view while you're using the Internet.,https://www.softpedia.com/get/Internet/Browsers/Crazy-Browser.shtml
Web Browser,Slim-Browser,Built-in web form filler. Also support integration of RoboForm Form Filler.,https://www.softpedia.com/get/Internet/Browsers/Slim-Browser.shtml
Web Browser,Slim-Browser,Built-in popup killer suppresses all annoying popup ads while you browse internet.,https://www.softpedia.com/get/Internet/Browsers/Slim-Browser.shtml
Web Browser,Slim-Browser,Built-in web form spell checker proofs your online postings against spelling mistakes.,https://www.softpedia.com/get/Internet/Browsers/Slim-Browser.shtml
Web Browser,Slim-Browser,URL Filter eliminate ad banners or other unwanted components within web pages by address patterns.,https://www.softpedia.com/get/Internet/Browsers/Slim-Browser.shtml
Web Browser,Slim-Browser,Convenient access to major web search engines or your own favorite ones by Quick-Search Bar,https://www.softpedia.com/get/Internet/Browsers/Slim-Browser.shtml
Web Browser,Slim-Browser,Built-in VBScript/Jscript/HTML/Text editor.,https://www.softpedia.com/get/Internet/Browsers/Slim-Browser.shtml
Web Browser,Slim-Browser,A large collection of skins available to tune the browser appearance to your own taste.,https://www.softpedia.com/get/Internet/Browsers/Slim-Browser.shtml
Web Browser,Slim-Browser,Autologin enables you to navigate to your favorite site and log into your account with a single click.,https://www.softpedia.com/get/Internet/Browsers/Slim-Browser.shtml
Web Browser,Slim-Browser,Seamless integration with online translation engines and dictionaries.,https://www.softpedia.com/get/Internet/Browsers/Slim-Browser.shtml
Web Browser,Slim-Browser,Site group lets you save a collection of web sites as a group and open all of them at once with a single click.,https://www.softpedia.com/get/Internet/Browsers/Slim-Browser.shtml
Web Browser,Slim-Browser,You can type pre-defined short alias instead of long URL to browse frequently visited internet sites,https://www.softpedia.com/get/Internet/Browsers/Slim-Browser.shtml
Web Browser,TheWorld-Browser,"TheWorld Browser is the second multi-thread frame browser in the world the first is Internet Explorer 7.0), the multi-threaded window frame can avoid web page being out of response.",https://www.softpedia.com/get/Internet/Browsers/TheWorld-Browser.shtml
Web Browser,TheWorld-Browser,TheWorld can block popup ad. and float ad. automatically.,https://www.softpedia.com/get/Internet/Browsers/TheWorld-Browser.shtml
Web Browser,TheWorld-Browser,"You can also use black list to filter ad., the black list filter is working from lower level of HTTP protocol, with regular expression, you can filter every page item that you want.",https://www.softpedia.com/get/Internet/Browsers/TheWorld-Browser.shtml
Web Browser,TheWorld-Browser,"Flash filter, unlock page script limited, zoom in/out page in all level, proxy quick switch, auto forms, quick media saver, privacy keeper, mouse gesture , custom hotkey, drag&drop link ...",https://www.softpedia.com/get/Internet/Browsers/TheWorld-Browser.shtml
Web Browser,TheWorld-Browser,"TheWorld Browser has special safe guard to keep you out of risk, more safe function is still in development...",https://www.softpedia.com/get/Internet/Browsers/TheWorld-Browser.shtml
Web Browser,TheWorld-Browser,"Which is insist multi-thread download, resumable download, with a easy download manager, it can save you most time.",https://www.softpedia.com/get/Internet/Browsers/TheWorld-Browser.shtml
Web Browser,TheWorld-Browser,"TheWorld Browser insist skin and plugins, now we had hundreds of skin and plugins to extend your browse experience, also, we insist Internet Explorer's plugin.",https://www.softpedia.com/get/Internet/Browsers/TheWorld-Browser.shtml
Web Browser,Internet-Explorer-10,Take full advantage of your PC with GPU-powered graphics and compiled JavaScript,https://www.softpedia.com/get/Internet/Browsers/Internet-Explorer-10.shtml
Web Browser,Internet-Explorer-10,Deliver interoperability through web standards including HTML5 and ES5,https://www.softpedia.com/get/Internet/Browsers/Internet-Explorer-10.shtml
Web Browser,Internet-Explorer-10,Create next-generation experiences with HTML5 and CSS3 graphical capabilities.,https://www.softpedia.com/get/Internet/Browsers/Internet-Explorer-10.shtml
Web Browser,Internet-Explorer-10,Your sites shine through a site centric browsing experience and pinned sites,https://www.softpedia.com/get/Internet/Browsers/Internet-Explorer-10.shtml
Web Browser,Maxthon-3,Online Favorites Service: Access your Favorites content anywhere with Maxthon Online Favorites Service. The encrypted stand-alone Favorites file format can protect your privacy on a shared computer.,https://www.softpedia.com/get/Internet/Browsers/Maxthon-3.shtml
Web Browser,Maxthon-3,Tabbed Browsing: All the web pages are arranged as tabs inside main window to ease your navigation.,https://www.softpedia.com/get/Internet/Browsers/Maxthon-3.shtml
Web Browser,Maxthon-3,"Mouse GesturesHold right mouse button and perform the gestures to access common features such as Back, Forward, Refresh and Close Tab.",https://www.softpedia.com/get/Internet/Browsers/Maxthon-3.shtml
Web Browser,Maxthon-3,Super Drag&Drop: Type the keywords in Address Bar then press Enter to perform a search. Or simply drag & drop a keyword with your mouse.,https://www.softpedia.com/get/Internet/Browsers/Maxthon-3.shtml
Web Browser,Maxthon-3,Ad Hunter: Ad Hunter can efficiently clean up the web pages by stopping Popup Windows and removing Ad Content Blocks.,https://www.softpedia.com/get/Internet/Browsers/Maxthon-3.shtml
Web Browser,Maxthon-3,Fully Customizable: Plugins. Skins. Filter Packs. Multi-language,https://www.softpedia.com/get/Internet/Browsers/Maxthon-3.shtml
